osmid,y,x,street_count,junction,highway,ref,geometry
7999271857,18.5571707,73.9185915,3,,,,POINT (73.9185915 18.5571707)
7999271858,18.5571272,73.919076,1,,,,POINT (73.919076 18.5571272)
7999271865,18.5580515,73.9208409,1,,,,POINT (73.9208409 18.5580515)
7999271867,18.5584723,73.9202455,1,,,,POINT (73.9202455 18.5584723)
7999271884,18.5517959,73.9167256,1,,,,POINT (73.9167256 18.5517959)
7999272260,18.5235651,73.9029414,3,,,,POINT (73.9029414 18.5235651)
7999322998,18.5875184,74.0094835,1,,,,POINT (74.0094835 18.5875184)
7999323000,18.5856978,74.0094292,3,,,,POINT (74.0094292 18.5856978)
7999323006,18.5874383,74.0092623,3,,,,POINT (74.0092623 18.5874383)
7999323008,18.5872755,74.0087944,3,,,,POINT (74.0087944 18.5872755)
7999371093,18.5607575,73.9220134,1,,,,POINT (73.9220134 18.5607575)
7999371106,18.5586327,73.9211806,3,,,,POINT (73.9211806 18.5586327)
7999371107,18.5579747,73.9281754,3,,,,POINT (73.9281754 18.5579747)
7999371109,18.5579587,73.9306578,1,,,,POINT (73.9306578 18.5579587)
7999371110,18.5580005,73.931527,3,,,,POINT (73.931527 18.5580005)
7999371117,18.558081,73.9302378,1,,,,POINT (73.9302378 18.558081)
7999404387,18.4679538,73.9211293,3,,,,POINT (73.9211293 18.4679538)
7999404424,18.4763159,73.9217757,1,,,,POINT (73.9217757 18.4763159)
7999404425,18.4778061,73.9183203,1,,,,POINT (73.9183203 18.4778061)
7999518662,18.4671034,73.9056519,3,,,,POINT (73.9056519 18.4671034)
7999564185,18.5528089,73.9184884,3,,,,POINT (73.9184884 18.5528089)
7999564194,18.5624305,73.9243462,3,,,,POINT (73.9243462 18.5624305)
7999633512,18.5234322,73.9036061,1,,,,POINT (73.9036061 18.5234322)
7999633516,18.5189268,73.9060738,3,,,,POINT (73.9060738 18.5189268)
7999633540,18.5196197,73.9027159,3,,,,POINT (73.9027159 18.5196197)
7999660823,18.4645577,73.8709928,3,,,,POINT (73.8709928 18.4645577)
7999678777,18.5179731,73.888963,3,,,,POINT (73.888963 18.5179731)
7999697374,18.5162858,73.9080704,3,,,,POINT (73.9080704 18.5162858)
7999764729,18.5065557,73.89853,4,,,,POINT (73.89853 18.5065557)
7999764734,18.5052334,73.8982393,3,,,,POINT (73.8982393 18.5052334)
7999764737,18.5048201,73.8979441,3,,,,POINT (73.8979441 18.5048201)
7999764738,18.5057304,73.8987961,1,,,,POINT (73.8987961 18.5057304)
7999893584,18.5583679,73.9380747,3,,,,POINT (73.9380747 18.5583679)
7999942788,18.5584342,73.9369503,1,,,,POINT (73.9369503 18.5584342)
7999942793,18.5589516,73.9369198,3,,,,POINT (73.9369198 18.5589516)
7999942797,18.558841,73.9379286,1,,,,POINT (73.9379286 18.558841)
7999942812,18.5581532,73.9356454,1,,,,POINT (73.9356454 18.5581532)
7999942815,18.5580782,73.9352082,3,,,,POINT (73.9352082 18.5580782)
7999942824,18.5576503,73.9343053,3,,,,POINT (73.9343053 18.5576503)
7999942825,18.5600189,73.9325695,1,,,,POINT (73.9325695 18.5600189)
7999942848,18.5603094,73.935404,3,,,,POINT (73.935404 18.5603094)
7999942850,18.5604498,73.936399,3,,,,POINT (73.936399 18.5604498)
7999942859,18.5603895,73.9346033,1,,,,POINT (73.9346033 18.5603895)
7999942864,18.5610557,73.9329457,3,,,,POINT (73.9329457 18.5610557)
7999942874,18.5614676,73.9354402,3,,,,POINT (73.9354402 18.5614676)
7999942876,18.5616608,73.9350682,3,,,,POINT (73.9350682 18.5616608)
7999942877,18.5616583,73.9360115,1,,,,POINT (73.9360115 18.5616583)
7999961677,18.5817584,74.0065856,1,,,,POINT (74.0065856 18.5817584)
7999970899,18.5545488,73.9355743,1,,,,POINT (73.9355743 18.5545488)
7999970900,18.5532235,73.9364878,3,,,,POINT (73.9364878 18.5532235)
7999970904,18.5542757,73.9365882,3,,,,POINT (73.9365882 18.5542757)
7999970908,18.5553216,73.9359063,3,,,,POINT (73.9359063 18.5553216)
7999970909,18.5552455,73.9362153,1,,,,POINT (73.9362153 18.5552455)
7999970910,18.555571,73.9359419,3,,,,POINT (73.9359419 18.555571)
7999970911,18.5555024,73.9362717,1,,,,POINT (73.9362717 18.5555024)
7999970912,18.5570306,73.9364192,1,,,,POINT (73.9364192 18.5570306)
8000037831,18.5509242,73.9320181,3,,,,POINT (73.9320181 18.5509242)
8000037836,18.5510804,73.9327258,1,,,,POINT (73.9327258 18.5510804)
8000037846,18.5533352,73.9355339,1,,,,POINT (73.9355339 18.5533352)
8000037850,18.5539844,73.9351685,3,,,,POINT (73.9351685 18.5539844)
8000037853,18.5562778,73.9312862,3,,,,POINT (73.9312862 18.5562778)
8000037854,18.556283,73.9317119,1,,,,POINT (73.9317119 18.556283)
8000135135,18.5945144,73.9114539,1,,,,POINT (73.9114539 18.5945144)
8000137919,18.5466787,73.9447528,3,,,,POINT (73.9447528 18.5466787)
8000137924,18.5455471,73.9437041,3,,,,POINT (73.9437041 18.5455471)
8000137943,18.5482186,73.9487927,4,,,,POINT (73.9487927 18.5482186)
8000137965,18.5461701,73.9491409,3,,,,POINT (73.9491409 18.5461701)
8000137969,18.5461421,73.9485562,1,,,,POINT (73.9485562 18.5461421)
8000137986,18.5467547,73.9421344,1,,,,POINT (73.9421344 18.5467547)
8000137987,18.5455298,73.9435853,4,,,,POINT (73.9435853 18.5455298)
8000137993,18.5455827,73.9423791,1,,,,POINT (73.9423791 18.5455827)
8000218860,18.5932759,73.9117746,3,,,,POINT (73.9117746 18.5932759)
8000381681,18.5646281,73.9431113,3,,,,POINT (73.9431113 18.5646281)
8000409386,18.5648595,73.9413984,1,,,,POINT (73.9413984 18.5648595)
8000409394,18.5661105,73.939662,1,,,,POINT (73.939662 18.5661105)
8000409411,18.5634114,73.9367149,4,,,,POINT (73.9367149 18.5634114)
8000409412,18.5636899,73.9366807,1,,,,POINT (73.9366807 18.5636899)
8000409413,18.5631907,73.9374654,3,,,,POINT (73.9374654 18.5631907)
8000409417,18.5637255,73.9374116,1,,,,POINT (73.9374116 18.5637255)
8000409418,18.5632088,73.9378327,3,,,,POINT (73.9378327 18.5632088)
8000409421,18.5637458,73.937771,1,,,,POINT (73.937771 18.5637458)
8000409422,18.5635072,73.9391742,1,,,,POINT (73.9391742 18.5635072)
8000409424,18.5634114,73.9389445,3,,,,POINT (73.9389445 18.5634114)
8000409425,18.5640154,73.9388761,1,,,,POINT (73.9388761 18.5640154)
8000409426,18.5633518,73.9385931,3,,,,POINT (73.9385931 18.5633518)
8000409428,18.563906,73.938522,1,,,,POINT (73.938522 18.563906)
8000409433,18.5638597,73.9381362,1,,,,POINT (73.9381362 18.5638597)
8000488172,18.560348,73.9523606,3,,,,POINT (73.9523606 18.560348)
8000488177,18.55938,73.9534646,1,,,,POINT (73.9534646 18.55938)
8000488194,18.5577883,73.9526331,1,,,,POINT (73.9526331 18.5577883)
8000488213,18.5566449,73.942274,3,,,,POINT (73.942274 18.5566449)
8000488217,18.5580215,73.9420945,1,,,,POINT (73.9420945 18.5580215)
8000488247,18.5620474,73.9407492,3,,,,POINT (73.9407492 18.5620474)
8000488250,18.5604079,73.9401206,1,,,,POINT (73.9401206 18.5604079)
8000488258,18.5615089,73.9427149,1,,,,POINT (73.9427149 18.5615089)
8000488260,18.5615989,73.9426608,3,,,,POINT (73.9426608 18.5615989)
8000488268,18.5654888,73.9486756,3,,,,POINT (73.9486756 18.5654888)
8000488269,18.5653909,73.9482021,1,,,,POINT (73.9482021 18.5653909)
8000488270,18.5652014,73.9477108,3,,,,POINT (73.9477108 18.5652014)
8000488271,18.5653172,73.948127,1,,,,POINT (73.948127 18.5653172)
8000571342,18.5464751,73.9382588,1,,,,POINT (73.9382588 18.5464751)
8001685856,18.4837206,73.8890075,1,,,,POINT (73.8890075 18.4837206)
8001685857,18.4842287,73.890067,3,,,,POINT (73.890067 18.4842287)
8001859588,18.5359265,73.8951265,3,,,,POINT (73.8951265 18.5359265)
8001871065,18.5295911,73.9062377,3,,,,POINT (73.9062377 18.5295911)
8001871066,18.527944,73.9075529,1,,,,POINT (73.9075529 18.527944)
8001871067,18.5259764,73.9067083,1,,,,POINT (73.9067083 18.5259764)
8001881396,18.5239795,73.9026083,1,,,,POINT (73.9026083 18.5239795)
8001881398,18.5235625,73.9014631,3,,,,POINT (73.9014631 18.5235625)
8001924196,18.5276696,73.9024086,3,,,,POINT (73.9024086 18.5276696)
8001924197,18.5250454,73.9025648,3,,,,POINT (73.9025648 18.5250454)
8001924201,18.5263033,73.9025566,3,,,,POINT (73.9025566 18.5263033)
8001924202,18.5260669,73.9025557,3,,,,POINT (73.9025557 18.5260669)
8001924203,18.5274162,73.9015708,1,,,,POINT (73.9015708 18.5274162)
8001924220,18.5265565,73.9000073,1,,,,POINT (73.9000073 18.5265565)
8001950104,18.4942981,73.8970703,1,,,,POINT (73.8970703 18.4942981)
8001953791,18.5247102,73.8953687,3,,,,POINT (73.8953687 18.5247102)
8001953832,18.5252524,73.8944596,1,,,,POINT (73.8944596 18.5252524)
8001953833,18.5255773,73.8954393,3,,,,POINT (73.8954393 18.5255773)
8001953834,18.5262532,73.8964544,3,,,,POINT (73.8964544 18.5262532)
8001953835,18.5239997,73.8925947,1,,,,POINT (73.8925947 18.5239997)
8001953844,18.5236866,73.8913903,4,,,,POINT (73.8913903 18.5236866)
8001953845,18.523416,73.8913325,1,,,,POINT (73.8913325 18.523416)
8001953848,18.5243131,73.8914226,3,,,,POINT (73.8914226 18.5243131)
8001953895,18.5271271,73.8962766,1,,,,POINT (73.8962766 18.5271271)
8001953896,18.5268332,73.8971466,3,,,,POINT (73.8971466 18.5268332)
8001955105,18.5704118,74.0024818,3,,,,POINT (74.0024818 18.5704118)
8001955106,18.5703582,74.0028682,3,,,,POINT (74.0028682 18.5703582)
8001955108,18.5699455,74.0014258,1,,,,POINT (74.0014258 18.5699455)
8001955109,18.5713881,74.0016437,3,,,,POINT (74.0016437 18.5713881)
8001955111,18.5700542,74.0017485,3,,,,POINT (74.0017485 18.5700542)
8001955113,18.5714906,74.0009101,3,,,,POINT (74.0009101 18.5714906)
8001955114,18.5702765,74.0007257,3,,,,POINT (74.0007257 18.5702765)
8001955115,18.5703238,74.0004752,1,,,,POINT (74.0004752 18.5703238)
8001955116,18.5702052,74.0010967,3,,,,POINT (74.0010967 18.5702052)
8001955117,18.5701495,74.0014566,3,,,,POINT (74.0014566 18.5701495)
8001955118,18.5705476,74.0003423,1,,,,POINT (74.0003423 18.5705476)
8001955128,18.5715262,74.000624,3,,,,POINT (74.000624 18.5715262)
8001955129,18.5706371,73.9994801,1,,,,POINT (73.9994801 18.5706371)
8001955131,18.5716684,73.9996097,3,,,,POINT (73.9996097 18.5716684)
8001956647,18.5718191,73.9984831,3,,,,POINT (73.9984831 18.5718191)
8001956662,18.5717693,73.9988556,3,,,,POINT (73.9988556 18.5717693)
8001956663,18.5714234,73.9988138,3,,,,POINT (73.9988138 18.5714234)
8001956669,18.571731,73.9991419,3,,,,POINT (73.9991419 18.571731)
8001957543,18.4832825,73.9021162,1,,,,POINT (73.9021162 18.4832825)
8001957549,18.48314,73.9006305,4,,,,POINT (73.9006305 18.48314)
8001957552,18.4841072,73.8979966,3,,,,POINT (73.8979966 18.4841072)
8001957573,18.5007362,73.9013081,3,,,,POINT (73.9013081 18.5007362)
8001957574,18.4998103,73.9012353,1,,,,POINT (73.9012353 18.4998103)
8002029171,18.5342383,73.8877295,3,,,,POINT (73.8877295 18.5342383)
8002029182,18.5385832,73.8980489,1,,,,POINT (73.8980489 18.5385832)
8002029183,18.539299,73.8980709,3,,,,POINT (73.8980709 18.539299)
8002030607,18.5305158,73.8985608,3,,,,POINT (73.8985608 18.5305158)
8002030614,18.5314211,73.8956576,1,,,,POINT (73.8956576 18.5314211)
8002030625,18.5335382,73.8971264,3,,,,POINT (73.8971264 18.5335382)
8002040544,18.4818022,73.9015229,3,,,,POINT (73.9015229 18.4818022)
8002040548,18.490473,73.9022312,1,,,,POINT (73.9022312 18.490473)
8002040549,18.4906272,73.9006535,3,,,,POINT (73.9006535 18.4906272)
8002040550,18.4893629,73.9015095,3,,,,POINT (73.9015095 18.4893629)
8002040551,18.490275,73.9015898,3,,,,POINT (73.9015898 18.490275)
8002040553,18.4902446,73.9018782,3,,,,POINT (73.9018782 18.4902446)
8002056208,18.48519,73.9082297,3,,,,POINT (73.9082297 18.48519)
8002056210,18.4855461,73.9081286,3,,,,POINT (73.9081286 18.4855461)
8002061637,18.5091709,73.7903461,3,,,,POINT (73.7903461 18.5091709)
8002061639,18.5086729,73.7921135,3,,,,POINT (73.7921135 18.5086729)
8002063432,18.4809271,73.794637,1,,,,POINT (73.794637 18.4809271)
8002063433,18.4802445,73.7950542,1,,,,POINT (73.7950542 18.4802445)
8002063434,18.4806195,73.7948576,3,,,,POINT (73.7948576 18.4806195)
8002063435,18.4789898,73.7939336,3,,,,POINT (73.7939336 18.4789898)
8002064847,18.5864445,74.0030638,1,,,,POINT (74.0030638 18.5864445)
8002064856,18.5867857,74.0046607,1,,,,POINT (74.0046607 18.5867857)
8002070249,18.4788195,73.793261,1,,,,POINT (73.793261 18.4788195)
8002070250,18.4788254,73.7938441,4,,,,POINT (73.7938441 18.4788254)
8002070251,18.4788117,73.7940733,4,,,,POINT (73.7940733 18.4788117)
8002070252,18.4787626,73.7946896,3,,,,POINT (73.7946896 18.4787626)
8002070253,18.4787825,73.7944395,3,,,,POINT (73.7944395 18.4787825)
8002070254,18.4788168,73.7934408,4,,,,POINT (73.7934408 18.4788168)
8002070255,18.4772127,73.7949402,3,,,,POINT (73.7949402 18.4772127)
8002070257,18.4774976,73.794236,3,,,,POINT (73.794236 18.4774976)
8002070258,18.4743009,73.7947746,3,,,,POINT (73.7947746 18.4743009)
8002070259,18.4738135,73.7961531,1,,,,POINT (73.7961531 18.4738135)
8002070260,18.4734064,73.7952909,3,,,,POINT (73.7952909 18.4734064)
8002070261,18.4734319,73.7961317,1,,,,POINT (73.7961317 18.4734319)
8002070262,18.4726817,73.7960848,1,,,,POINT (73.7960848 18.4726817)
8002070263,18.4722871,73.7954007,3,,,,POINT (73.7954007 18.4722871)
8002070264,18.4723546,73.7961469,1,,,,POINT (73.7961469 18.4723546)
8002070265,18.4715128,73.7963041,1,,,,POINT (73.7963041 18.4715128)
8002070267,18.4714375,73.7958259,3,,,,POINT (73.7958259 18.4714375)
8002073316,18.5243969,73.9013379,1,,,,POINT (73.9013379 18.5243969)
8002073320,18.5250546,73.9002015,1,,,,POINT (73.9002015 18.5250546)
8002073322,18.5283171,73.8966185,1,,,,POINT (73.8966185 18.5283171)
8002073323,18.5272658,73.898167,3,,,,POINT (73.898167 18.5272658)
8002073326,18.5300879,73.8968644,3,,,,POINT (73.8968644 18.5300879)
8002073327,18.5293323,73.8965747,3,,,,POINT (73.8965747 18.5293323)
8002073331,18.5303216,73.8978081,1,,,,POINT (73.8978081 18.5303216)
8002073332,18.5302051,73.8983916,4,,,,POINT (73.8983916 18.5302051)
8002073333,18.530152,73.8988184,1,,,,POINT (73.8988184 18.530152)
8002073335,18.5303017,73.8979077,3,,,,POINT (73.8979077 18.5303017)
8002073339,18.5295727,73.8981137,3,,,,POINT (73.8981137 18.5295727)
8002082200,18.506455,73.7916331,4,,,,POINT (73.7916331 18.506455)
8002082222,18.51094,73.7880653,3,,,,POINT (73.7880653 18.51094)
8002082242,18.5182035,73.7825247,1,,,,POINT (73.7825247 18.5182035)
8002082244,18.5183245,73.7828592,3,,,,POINT (73.7828592 18.5183245)
8002082253,18.5184984,73.7835312,3,,,,POINT (73.7835312 18.5184984)
8002082254,18.5184474,73.783298,3,,,,POINT (73.783298 18.5184474)
8002082255,18.5179494,73.783631,3,,,,POINT (73.783631 18.5179494)
8002082275,18.514584,73.7857602,3,,,,POINT (73.7857602 18.514584)
8002103831,18.5940566,73.9126297,3,,,,POINT (73.9126297 18.5940566)
8002105815,18.4797307,73.7917648,3,,,,POINT (73.7917648 18.4797307)
8002105816,18.4799807,73.7917122,4,,,,POINT (73.7917122 18.4799807)
8002105822,18.4805817,73.7916277,3,,,,POINT (73.7916277 18.4805817)
8002105824,18.4802504,73.7883257,3,,,,POINT (73.7883257 18.4802504)
8002105825,18.4806677,73.791616,3,,,,POINT (73.791616 18.4806677)
8002105826,18.480711,73.7924121,3,,,,POINT (73.7924121 18.480711)
8002105828,18.4807213,73.7926491,3,,,,POINT (73.7926491 18.4807213)
8002132099,18.5840089,73.9990168,3,,,,POINT (73.9990168 18.5840089)
8002132100,18.5839986,73.9990765,3,,,,POINT (73.9990765 18.5839986)
8002132119,18.5739631,74.0047454,1,,,,POINT (74.0047454 18.5739631)
8002132120,18.575434,74.0047904,3,,,,POINT (74.0047904 18.575434)
8002150137,18.5168824,73.7774888,1,,,,POINT (73.7774888 18.5168824)
8002150148,18.5129605,73.7756569,3,,,,POINT (73.7756569 18.5129605)
8002153604,18.4798786,73.7879456,4,,,,POINT (73.7879456 18.4798786)
8002153609,18.4795358,73.7879199,1,,,,POINT (73.7879199 18.4795358)
8002153612,18.4798301,73.787792,1,,,,POINT (73.787792 18.4798301)
8002153619,18.4798727,73.7891219,3,,,,POINT (73.7891219 18.4798727)
8002153620,18.4806551,73.7882396,1,,,,POINT (73.7882396 18.4806551)
8002153621,18.4799612,73.7883871,4,,,,POINT (73.7883871 18.4799612)
8002153629,18.4793377,73.7887487,1,,,,POINT (73.7887487 18.4793377)
8002153636,18.479367,73.7883936,1,,,,POINT (73.7883936 18.479367)
8002153639,18.4810897,73.7869701,3,,,,POINT (73.7869701 18.4810897)
8002153641,18.480411,73.7870411,1,,,,POINT (73.7870411 18.480411)
8002153642,18.4805836,73.787208,1,,,,POINT (73.787208 18.4805836)
8002212445,18.5381066,73.8881467,3,,,,POINT (73.8881467 18.5381066)
8002245478,18.5930016,73.928,3,,,,POINT (73.928 18.5930016)
8002245479,18.5929953,73.929291,1,,,,POINT (73.929291 18.5929953)
8002245482,18.5934545,73.9276828,3,,,,POINT (73.9276828 18.5934545)
8002272886,18.592325,73.9281293,3,,,,POINT (73.9281293 18.592325)
8002272888,18.5923145,73.9273693,3,,,,POINT (73.9273693 18.5923145)
8002272891,18.5895345,73.9269048,3,,,,POINT (73.9269048 18.5895345)
8002272897,18.5875992,73.9279945,1,,,,POINT (73.9279945 18.5875992)
8002272898,18.5882706,73.9280855,1,,,,POINT (73.9280855 18.5882706)
8002272899,18.5876454,73.9273941,1,,,,POINT (73.9273941 18.5876454)
8002272900,18.5871665,73.9274052,3,,,,POINT (73.9274052 18.5871665)
8002272901,18.5878873,73.9280533,4,,,,POINT (73.9280533 18.5878873)
8002272905,18.5870768,73.9282165,3,,,,POINT (73.9282165 18.5870768)
8002272907,18.5896769,73.9274721,1,,,,POINT (73.9274721 18.5896769)
8002272918,18.5906195,73.9283501,3,,,,POINT (73.9283501 18.5906195)
8002272919,18.5905172,73.9275465,1,,,,POINT (73.9275465 18.5905172)
8002348644,18.5724125,73.999986,1,,,,POINT (73.999986 18.5724125)
8002348651,18.571605,74.0000466,3,,,,POINT (74.0000466 18.571605)
8002368545,18.5242051,73.9063551,3,,,,POINT (73.9063551 18.5242051)
8002417660,18.4823222,73.9193213,1,,,,POINT (73.9193213 18.4823222)
8002452739,18.4803849,73.7925274,1,,,,POINT (73.7925274 18.4803849)
8002453350,18.474815,73.7961539,1,,,,POINT (73.7961539 18.474815)
8002453352,18.4742103,73.795172,3,,,,POINT (73.795172 18.4742103)
8002520078,18.5090522,73.7796628,1,,,,POINT (73.7796628 18.5090522)
8002590576,18.4834796,73.9182377,3,,,,POINT (73.9182377 18.4834796)
8002613288,18.4875401,73.9194969,3,,,,POINT (73.9194969 18.4875401)
8002613289,18.4843229,73.9174214,3,,,,POINT (73.9174214 18.4843229)
8002613296,18.4879333,73.9207759,3,,,,POINT (73.9207759 18.4879333)
8002613297,18.4890138,73.9208571,3,,,,POINT (73.9208571 18.4890138)
8002613299,18.4888455,73.9226544,1,,,,POINT (73.9226544 18.4888455)
8002613300,18.4881645,73.9188184,1,,,,POINT (73.9188184 18.4881645)
8002613308,18.4992122,73.9220663,3,,,,POINT (73.9220663 18.4992122)
8002613309,18.5017654,73.9222168,3,,,,POINT (73.9222168 18.5017654)
8002620097,18.5957717,73.9044263,1,,,,POINT (73.9044263 18.5957717)
8002620098,18.5959492,73.9037227,3,,,,POINT (73.9037227 18.5959492)
8002620105,18.596106,73.9017803,1,,,,POINT (73.9017803 18.596106)
8002650694,18.5970903,73.9072733,4,,,,POINT (73.9072733 18.5970903)
8002650702,18.6008097,73.907798,4,,,,POINT (73.907798 18.6008097)
8002650711,18.5963351,73.907612,3,,,,POINT (73.907612 18.5963351)
8002650712,18.5962063,73.9084075,1,,,,POINT (73.9084075 18.5962063)
8002650714,18.5948038,73.9054336,1,,,,POINT (73.9054336 18.5948038)
8002650717,18.5951651,73.9055718,1,,,,POINT (73.9055718 18.5951651)
8002650718,18.5937981,73.9059518,3,,,,POINT (73.9059518 18.5937981)
8002650719,18.5937376,73.9064721,3,,,,POINT (73.9064721 18.5937376)
8002650722,18.590131,73.9050685,3,,,,POINT (73.9050685 18.590131)
8002650723,18.5906893,73.9040262,1,,,,POINT (73.9040262 18.5906893)
8002650724,18.5899773,73.9039326,3,,,,POINT (73.9039326 18.5899773)
8002687196,18.5899725,73.9042087,3,,,,POINT (73.9042087 18.5899725)
8002687197,18.5904676,73.9044902,1,,,,POINT (73.9044902 18.5904676)
8002687200,18.5906861,73.9035434,1,,,,POINT (73.9035434 18.5906861)
8002687204,18.5899935,73.9036572,3,,,,POINT (73.9036572 18.5899935)
8002687219,18.5905509,73.9009964,3,,,,POINT (73.9009964 18.5905509)
8002687220,18.5895676,73.9007661,1,,,,POINT (73.9007661 18.5895676)
8002687229,18.5897025,73.8936117,3,,,,POINT (73.8936117 18.5897025)
8002687231,18.5882162,73.889996,1,,,,POINT (73.889996 18.5882162)
8002687232,18.5896804,73.8884682,3,,,,POINT (73.8884682 18.5896804)
8002687233,18.5893345,73.888983,3,,,,POINT (73.888983 18.5893345)
8002687238,18.5915825,73.8904463,3,,,,POINT (73.8904463 18.5915825)
8002687239,18.5911446,73.8907544,3,,,,POINT (73.8907544 18.5911446)
8002741342,18.4990014,73.9261077,3,,,,POINT (73.9261077 18.4990014)
8002741343,18.499362,73.9248247,1,,,,POINT (73.9248247 18.499362)
8002741344,18.4986567,73.9245954,3,,,,POINT (73.9245954 18.4986567)
8002741348,18.4826063,73.9314645,3,,,,POINT (73.9314645 18.4826063)
8002741351,18.4828815,73.9294368,3,,,,POINT (73.9294368 18.4828815)
8002741352,18.483706,73.9296517,3,,,,POINT (73.9296517 18.483706)
8002741353,18.483569,73.9305145,1,,,,POINT (73.9305145 18.483569)
8002741354,18.4834282,73.93154,3,,,,POINT (73.93154 18.4834282)
8002741358,18.4851623,73.9316801,3,,,,POINT (73.9316801 18.4851623)
8002741359,18.4855861,73.9306652,3,,,,POINT (73.9306652 18.4855861)
8002741363,18.4891231,73.9297979,1,,,,POINT (73.9297979 18.4891231)
8002741372,18.4972932,73.9291765,3,,,,POINT (73.9291765 18.4972932)
8002748016,18.5919949,73.8971811,1,,,,POINT (73.8971811 18.5919949)
8002748017,18.5917791,73.8994801,1,,,,POINT (73.8994801 18.5917791)
8002748018,18.591746,73.8983585,3,,,,POINT (73.8983585 18.591746)
8002748019,18.5918861,73.8983743,3,,,,POINT (73.8983743 18.5918861)
8002748020,18.5914897,73.8994598,1,,,,POINT (73.8994598 18.5914897)
8002748024,18.5917156,73.8986145,3,,,,POINT (73.8986145 18.5917156)
8002748025,18.5922293,73.8978524,3,,,,POINT (73.8978524 18.5922293)
8002748032,18.5928409,73.9006801,4,,,,POINT (73.9006801 18.5928409)
8002748033,18.5933889,73.9008762,4,,,,POINT (73.9008762 18.5933889)
8002748040,18.5937419,73.898025,1,,,,POINT (73.898025 18.5937419)
8002748041,18.594934,73.8980943,3,,,,POINT (73.8980943 18.594934)
8002748043,18.5951472,73.8989703,1,,,,POINT (73.8989703 18.5951472)
8002748044,18.5951203,73.8981032,3,,,,POINT (73.8981032 18.5951203)
8002748046,18.5957393,73.8948323,3,,,,POINT (73.8948323 18.5957393)
8002748053,18.5969347,73.8951968,3,,,,POINT (73.8951968 18.5969347)
8002748059,18.5965719,73.8961892,3,,,,POINT (73.8961892 18.5965719)
8002748070,18.5973132,73.897352,3,,,,POINT (73.897352 18.5973132)
8002760256,18.4869591,73.8833475,3,,,,POINT (73.8833475 18.4869591)
8002760272,18.4975439,73.8725722,1,,,,POINT (73.8725722 18.4975439)
8002775333,18.5419729,73.9416393,3,,,,POINT (73.9416393 18.5419729)
8002789797,18.5373101,73.9371859,4,,,,POINT (73.9371859 18.5373101)
8002798460,18.5972422,73.9009813,3,,,,POINT (73.9009813 18.5972422)
8002798477,18.5957297,73.9061953,1,,,,POINT (73.9061953 18.5957297)
8002798479,18.5955955,73.9076574,3,,,,POINT (73.9076574 18.5955955)
8002798480,18.5955149,73.9082486,1,,,,POINT (73.9082486 18.5955149)
8002798481,18.5960539,73.9075094,3,,,,POINT (73.9075094 18.5960539)
8002812786,18.5955235,73.9081805,3,,,,POINT (73.9081805 18.5955235)
8002812798,18.5888971,73.9043969,1,,,,POINT (73.9043969 18.5888971)
8002812799,18.5889865,73.9029777,4,,,,POINT (73.9029777 18.5889865)
8002812800,18.5890096,73.9026526,1,,,,POINT (73.9026526 18.5890096)
8002812816,18.5880028,73.8972424,1,,,,POINT (73.8972424 18.5880028)
8002812817,18.5880103,73.8966437,3,,,,POINT (73.8966437 18.5880103)
8002842056,18.6011787,73.897786,1,,,,POINT (73.897786 18.6011787)
8002842058,18.6011792,73.8970473,3,,,,POINT (73.8970473 18.6011792)
8002842060,18.5967838,73.903817,3,,,,POINT (73.903817 18.5967838)
8002842070,18.5912708,73.900026,3,,,,POINT (73.900026 18.5912708)
8002893394,18.5906241,73.9066427,3,,,,POINT (73.9066427 18.5906241)
8002971662,18.4878215,73.8185192,3,,,,POINT (73.8185192 18.4878215)
8002971663,18.4877953,73.8197496,3,,,,POINT (73.8197496 18.4877953)
8002971667,18.4876015,73.8197583,1,,,,POINT (73.8197583 18.4876015)
8002971668,18.4872295,73.8210008,3,,,,POINT (73.8210008 18.4872295)
8002971670,18.487219,73.8207058,3,,,,POINT (73.8207058 18.487219)
8002971674,18.4868542,73.8207171,1,,,,POINT (73.8207171 18.4868542)
8002981895,18.5228585,73.869671,3,,,,POINT (73.869671 18.5228585)
8003034288,18.5902829,73.8938483,1,,,,POINT (73.8938483 18.5902829)
8003034292,18.5910569,73.8938635,3,,,,POINT (73.8938635 18.5910569)
8003034296,18.592064,73.8925202,1,,,,POINT (73.8925202 18.592064)
8003034297,18.5921677,73.8921089,3,,,,POINT (73.8921089 18.5921677)
8003034306,18.5922805,73.8945419,1,,,,POINT (73.8945419 18.5922805)
8003053527,18.5043443,73.8798805,3,,,,POINT (73.8798805 18.5043443)
8003053529,18.5042394,73.8803053,3,,,,POINT (73.8803053 18.5042394)
8003053537,18.5017229,73.8850752,3,,,,POINT (73.8850752 18.5017229)
8003053544,18.5041204,73.8728924,3,,,,POINT (73.8728924 18.5041204)
8003123868,18.6075809,73.8985349,1,,,,POINT (73.8985349 18.6075809)
8003158085,18.5006,73.8257394,3,,,,POINT (73.8257394 18.5006)
8003158094,18.4920663,73.8258189,1,,,,POINT (73.8258189 18.4920663)
8003158095,18.4921838,73.822655,3,,,,POINT (73.822655 18.4921838)
8003158096,18.4867712,73.824977,3,,,,POINT (73.824977 18.4867712)
8003158100,18.4819815,73.8266027,3,,,,POINT (73.8266027 18.4819815)
